Step,Multiplier_0_deg,Multiplier_120_deg,Multiplier_240_deg,Multiplier_Res,Alpha_Res
347,0.932908918,0.469998965,0.192673349,0.647743707,21.7637887
348,0.932230452,0.468289891,0.191741812,0.6480907,21.68746235
349,0.931948618,0.465483125,0.191000302,0.648820192,21.49199928
350,0.931840515,0.459099151,0.190512054,0.650073578,20.96580125
351,0.934083355,0.444846585,0.193905255,0.65199225,19.47036467
352,0.941378905,0.434605713,0.202151968,0.654717602,17.90727087
353,0.948634886,0.453469078,0.201465291,0.658391027,19.35846625
354,0.953865129,0.43640594,0.200416717,0.667510088,17.8286668
355,0.942044466,0.423973819,0.199096494,0.659901014,17.1646868
356,0.929920491,0.424091818,0.197594872,0.649409087,17.58059619
357,0.91958916,0.427218701,0.196002099,0.640104687,18.22943857
358,0.914523206,0.435619682,0.194408424,0.634860912,19.21056006
359,0.90790975,0.432207794,0.192904094,0.630393409,19.19304346
360,0.900196011,0.419786298,0.191579359,0.626501979,18.38826702
361,0.895288049,0.414682139,0.190524468,0.623666741,18.13554072
362,0.893435643,0.414961161,0.189829668,0.622367812,18.25644828
363,0.925418874,0.416007306,0.193404849,0.649960204,17.25361471
364,0.930241558,0.417436338,0.202381203,0.647687657,16.71139249
365,0.926209147,0.418924764,0.201851616,0.643875776,16.97578974
366,0.920079736,0.419994781,0.200337275,0.638891068,17.32243447
367,0.912476217,0.420646344,0.198167007,0.633100042,17.71799473
368,0.904179705,0.421584204,0.195665528,0.626869207,18.18635461
369,0.895962212,0.423521809,0.193157555,0.620565069,18.75265133
370,0.888580565,0.427172605,0.190967804,0.614554138,19.44234613
371,0.88403804,0.440508068,0.189420991,0.609202922,20.9122783
372,0.875695228,0.422488925,0.18884177,0.604877929,19.54341304
373,0.870238353,0.410267551,0.188967308,0.601945667,18.56540119
374,0.869679501,0.410534653,0.189754683,0.600772646,18.55764518
375,0.887086674,0.411953864,0.191821279,0.615468729,18.04406435
376,0.920975298,0.414234054,0.20333726,0.638853856,16.61206038
377,0.918883966,0.421207509,0.201714329,0.636471288,17.37696336
378,0.913225024,0.424097605,0.199318674,0.632231554,17.93273631
379,0.905294227,0.425080064,0.196455719,0.626628584,18.41925232
380,0.896177191,0.425621128,0.193430889,0.620156303,18.91984617
381,0.886867796,0.426890897,0.190549608,0.613308638,19.49513697
382,0.878330601,0.430059469,0.188117302,0.606579516,20.20777508
383,0.872893756,0.445162393,0.186439395,0.600462862,21.909809
384,0.864758539,0.43123184,0.185821246,0.595452604,20.91145788
385,0.859415096,0.420969024,0.185947301,0.592042667,20.10758286
386,0.859588008,0.426143316,0.186737789,0.590726978,20.54705189
387,0.899794113,0.440851873,0.18881244,0.624358389,20.46254364
388,0.897256241,0.452629528,0.200603615,0.610956159,20.93107906
389,0.87529878,0.429433841,0.199770008,0.594928627,19.53100634
390,0.866187284,0.454448895,0.198485868,0.583468402,22.32863908
391,0.860858146,0.435525235,0.196862852,0.582562258,20.78061903
392,0.874863205,0.443298535,0.195012616,0.595856856,21.15312491
393,0.895238141,0.445093924,0.193046815,0.616129134,20.74902237
394,0.892981974,0.44585856,0.191077107,0.615428054,21.00972537
395,0.890367166,0.446972532,0.189215147,0.6142686,21.30907244
396,0.887414802,0.447573575,0.187572591,0.612715243,21.56097579
397,0.884336067,0.447921334,0.186261096,0.61083245,21.77584598
398,0.881357978,0.448399257,0.185392317,0.608684691,21.97496592
399,0.878703761,0.449390793,0.185077912,0.606336434,22.17989897
400,0.884968541,0.451279393,0.195289208,0.603852148,21.53890542
401,0.884563836,0.491374062,0.192379811,0.601296302,25.5075894
402,0.876130538,0.469929379,0.188538364,0.598733364,24.01728184
403,0.867467265,0.449670309,0.18467864,0.596227804,22.63768175
404,0.862646415,0.452183903,0.181714417,0.593844088,23.23079917
405,0.861217951,0.470160995,0.180558927,0.591646688,25.08145425
406,0.860635126,0.490621953,0.180589285,0.589700072,27.08486305
407,0.859519369,0.502801028,0.180771526,0.588068707,28.30988088
408,0.858585051,0.503781736,0.181243175,0.586817064,28.42466479
409,0.857551723,0.484163437,0.182141759,0.58600961,26.5089851
410,0.858222921,0.479381276,0.183604805,0.585710814,25.93376009
411,0.887727065,0.479988795,0.185769839,0.610556811,24.66586683
412,0.886305749,0.481975097,0.191045065,0.604777223,24.62038831
413,0.8780017,0.530235416,0.188844296,0.596836331,29.69399339
414,0.865274624,0.544541491,0.185856851,0.588698957,31.84715623
415,0.855076611,0.513034448,0.182693877,0.582329922,29.42432709
416,0.849280372,0.506915307,0.17996652,0.579694048,29.23812078
417,0.847638008,0.507904202,0.178285605,0.579698248,29.50011395
418,0.846725322,0.508432358,0.177322345,0.579731108,29.6450463
419,0.845942611,0.508645435,0.176434547,0.579816569,29.74869313
420,0.845366953,0.508689091,0.175667393,0.579979713,29.81940479
421,0.845074153,0.508708985,0.175066064,0.580245622,29.86559708
422,0.845139238,0.508850776,0.174675742,0.580639381,29.89572653
423,0.851426442,0.509260122,0.180374376,0.581186072,29.3453582
424,0.860321,0.510082682,0.188593349,0.581910778,28.58452263
425,0.85872886,0.569767243,0.187867296,0.582838581,34.57299156
426,0.858499132,0.573844326,0.186758483,0.583994567,35.03122423
