Step,Multiplier_0_deg,Multiplier_120_deg,Multiplier_240_deg,Multiplier_Res,Alpha_Res
50,0.313386612,0.984094373,0.259675805,0.699112299,116.1850492
51,0.320105006,0.982504749,0.262972783,0.692735072,115.904215
52,0.318636077,0.974065405,0.268105888,0.682099605,116.3216355
53,0.315405809,0.967980764,0.27108354,0.675827003,116.7440819
54,0.311488189,0.970522315,0.270471768,0.680470093,117.0077394
55,0.307957204,0.980012184,0.268450021,0.692654108,117.1686753
56,0.305886842,0.990090759,0.265283732,0.705382463,117.1426204
57,0.306863987,0.9952035,0.257125383,0.714508405,116.5437676
58,0.311521096,0.99714369,0.253850143,0.71620164,116.0012182
59,0.316138289,0.996142307,0.254059031,0.713073239,115.676077
60,0.317061695,0.99160583,0.254415075,0.707949362,115.6048396
61,0.315421028,0.985585094,0.25486572,0.702402173,115.718224
62,0.313079399,0.980497635,0.25535841,0.698070809,115.8936174
63,0.311326755,0.978535292,0.255840588,0.696610932,116.0445789
64,0.310082977,0.984294689,0.256259699,0.702671091,116.1964393
65,0.308862368,0.994083656,0.256563188,0.712811286,116.3569406
66,0.307741435,1,0.256698497,0.719139912,116.4758904
67,0.306796684,0.998486282,0.255860835,0.718512879,116.4802205
68,0.306104621,0.994694491,0.25360169,0.716285944,116.3604936
69,0.305741753,0.990476308,0.251435648,0.713439437,116.2202781
70,0.305971134,0.986998338,0.250486797,0.710396303,116.1215814
71,0.307422934,0.982974784,0.249847947,0.706102025,115.9506879
72,0.309706637,0.978628129,0.249334829,0.70105971,115.7230336
73,0.312325584,0.974427879,0.248921981,0.695973517,115.4749221
74,0.314783118,0.97084354,0.24858394,0.691540504,115.244601
75,0.316582579,0.968344617,0.248295243,0.68845044,115.0721632
76,0.317225514,0.967457777,0.248030427,0.687446604,114.9991815
77,0.315905735,0.973795514,0.24776403,0.694472451,115.1254416
78,0.312801521,0.969499672,0.247470589,0.691681498,115.3080707
79,0.308723979,0.960625044,0.247124642,0.684781827,115.5319571
80,0.304484215,0.949900113,0.246700725,0.67616196,115.7557246
81,0.300893337,0.940040128,0.246173377,0.66818933,115.933093
82,0.298762451,0.933760335,0.245517134,0.663225482,116.0132042
83,0.302051265,0.935476284,0.244506994,0.664069709,115.696219
84,0.303640639,0.941531248,0.24231628,0.670658884,115.4580793
85,0.291866807,0.941041463,0.239319092,0.676979794,116.1455802
86,0.287503958,0.939272124,0.236054229,0.678956635,116.2372398
87,0.296202082,0.940959267,0.233060487,0.678534955,115.3775971
88,0.308315016,0.943797175,0.230876663,0.677528571,114.3194094
89,0.314357463,0.943976245,0.230041546,0.675733579,113.7965087
90,0.310404276,0.939820996,0.230830055,0.672742751,114.1205176
91,0.302735144,0.933708141,0.232809168,0.668683758,114.804032
92,0.297343527,0.927970216,0.235450901,0.663740808,115.3680184
93,0.297303336,0.920504643,0.23822727,0.654741271,115.5183487
94,0.298364829,0.906589089,0.240610291,0.63906185,115.5110903
95,0.300174221,0.895404521,0.24207198,0.626305991,115.3918363
96,0.304252545,0.896264329,0.242025126,0.625451492,115.0571179
97,0.309995241,0.904846993,0.240022611,0.632746487,114.5043654
98,0.312680919,0.912170549,0.236686551,0.640875024,114.1057626
99,0.314541958,0.913691092,0.232766128,0.643943234,113.6859207
100,0.316200726,0.911379574,0.229010526,0.643221389,113.2583992
101,0.318279594,0.908782964,0.226168927,0.641537422,112.8572295
102,0.321400932,0.90758708,0.224990512,0.63986219,112.5022491
103,0.328536594,0.911963119,0.23028345,0.638250484,112.3386815
104,0.32738325,0.910684184,0.232752201,0.63591933,112.5955223
105,0.323253026,0.907637302,0.234696075,0.63332346,113.0446735
106,0.317844459,0.903809445,0.236225854,0.630747339,113.5657162
107,0.312661483,0.900014064,0.237299883,0.628431584,114.0388621
108,0.309208028,0.89706461,0.237876505,0.626575017,114.3419369
109,0.308681077,0.895560959,0.237876972,0.625295708,114.3723799
110,0.309557455,0.89437892,0.237080784,0.624223459,114.2290678
111,0.311266368,0.893356203,0.235714412,0.623309473,113.9744585
112,0.313688486,0.892671422,0.234088582,0.622610931,113.6431727
113,0.316704479,0.892503195,0.232514023,0.622180802,113.2702557
114,0.320195017,0.893030135,0.23130146,0.622063894,112.8910836
115,0.324040771,0.89443086,0.230761623,0.622295231,112.5412042
116,0.331216421,0.898462993,0.231055976,0.623391095,112.0016504
117,0.322023724,0.895193572,0.231940594,0.623114419,112.8076615
118,0.303583697,0.88780993,0.233164841,0.622430438,114.3772508
119,0.30365884,0.889818726,0.234478991,0.623634281,114.4871879
120,0.313801671,0.896621627,0.235633315,0.62557771,113.7876739
121,0.326979353,0.904327624,0.236378085,0.627573184,112.8177395
122,0.337519267,0.909577474,0.236093486,0.628934998,111.9718054
123,0.340160334,0.908612237,0.232095064,0.629480402,111.4499185
124,0.33803949,0.904464738,0.227087073,0.629280741,111.2168997
125,0.334229139,0.900666804,0.224995537,0.628217824,111.3392724
126,0.329910754,0.897741326,0.225619535,0.626520518,111.7113929
127,0.326265809,0.895323967,0.226983692,0.624645039,112.0882593
128,0.324475778,0.893846149,0.228704152,0.622803621,112.3470102
129,0.330377375,0.894654496,0.230397054,0.620339699,111.9765981
130,0.333253618,0.890749082,0.23202677,0.614395293,111.7967517
131,0.334512611,0.88444239,0.234048358,0.60643558,111.7513782
132,0.335278612,0.877567551,0.236143563,0.598050911,111.7463622
133,0.336066386,0.871635738,0.237959701,0.590764239,111.7311275
134,0.337390701,0.868158121,0.23914409,0.586099438,111.6528758
135,0.340513477,0.877948216,0.239135972,0.594640471,111.5095438
136,0.347060578,0.914168743,0.235784063,0.630158674,111.20341
137,0.351066258,0.912859081,0.231348336,0.63023823,110.5313888
138,0.354632315,0.911579687,0.229321723,0.629034597,110.065528
139,0.357534621,0.911631533,0.231240461,0.626859479,109.9516468
140,0.359549048,0.9127241,0.235457807,0.62453619,110.0915977
141,0.360451469,0.914591122,0.24037552,0.622918802,110.3901643
142,0.359147131,0.917648205,0.244395361,0.623843254,110.8337582
143,0.355051454,0.921694739,0.246774787,0.627823777,111.4102912
144,0.350525978,0.924795361,0.248998689,0.631187079,111.9925797
145,0.347574462,0.922011386,0.251000749,0.628315023,112.3506301
146,0.3452999,0.905643175,0.252591636,0.611986814,112.461527
147,0.34323608,0.887632071,0.25358202,0.594316546,112.4933082
148,0.341145632,0.88210521,0.253592963,0.589631402,112.6116695
149,0.338717311,0.886287807,0.24993275,0.596935468,112.59932
150,0.336087529,0.887330792,0.24483557,0.602078137,112.4578081
151,0.333518867,0.889416352,0.24229332,0.606676328,112.5174802
152,0.331273908,0.894880567,0.247533553,0.609804505,113.1699087
153,0.329615232,0.90202767,0.257720141,0.611537855,114.1563749
154,0.328805421,0.906622882,0.264938916,0.612254139,114.8169288
155,0.329177973,0.901032484,0.263839718,0.607166077,114.6525841
156,0.330790538,0.88249798,0.259002063,0.590881479,113.960344
157,0.333161503,0.866099864,0.254603929,0.576247285,113.219737
158,0.335791921,0.865629324,0.255507929,0.574204367,113.0452305
159,0.338182844,0.875881631,0.266247172,0.577039383,113.8021735
160,0.339835325,0.888479117,0.278484172,0.581750723,114.7598384
161,0.340141193,0.896579611,0.282421194,0.58742909,115.1185409
162,0.336675232,0.898413035,0.277220489,0.593702116,115.0247249
163,0.331567916,0.894715397,0.269556918,0.596575047,114.8352988
164,0.328774317,0.893433605,0.265365099,0.598886838,114.7389631
165,0.329594849,0.897626504,0.269548693,0.600311269,115.0305695
166,0.331861831,0.904922183,0.279617944,0.600888085,115.6817639
167,0.334946006,0.912271479,0.290190165,0.600954636,116.3020345
168,0.338223562,0.917873178,0.29841191,0.600545963,116.7087864
169,0.341070688,0.917392995,0.296163343,0.600037645,116.2838205
170,0.342863574,0.910640015,0.283206454,0.599834116,115.0589093
171,0.34312743,0.908690439,0.28167127,0.598661597,114.8995201
172,0.342670161,0.914499454,0.296163101,0.596444252,116.1280218
173,0.341769959,0.921860732,0.313493934,0.594733133,117.6402159
174,0.340479806,0.924243918,0.319993388,0.594272217,118.2892033
175,0.338852685,0.922616571,0.315104042,0.595993182,118.0224066
176,0.336941578,0.920378698,0.307399677,0.598754907,117.5510785
177,0.334799467,0.918553669,0.302869694,0.600356243,117.3600619
178,0.332479336,0.919201177,0.30662579,0.600066467,117.8616694
179,0.330034166,0.922640293,0.31653335,0.599470566,118.8824346
180,0.32751694,0.926233532,0.327212525,0.598868858,119.9747775
181,0.324980641,0.928455867,0.335538109,0.598266361,120.8756597
182,0.32247825,0.925810208,0.334440772,0.597440526,120.9935806
183,0.32006275,0.917605952,0.322464153,0.596346127,120.1998116
184,0.317787124,0.913693023,0.319232952,0.595184302,120.1205365
185,0.315704354,0.914290665,0.325110502,0.593939101,120.7858448
186,0.313867422,0.916489075,0.334202045,0.592716011,121.7025765
187,0.312329312,0.918306934,0.342515043,0.591462745,122.5331976
188,0.311143004,0.915806652,0.346055051,0.587985487,122.9474982
189,0.310361483,0.905974556,0.339501123,0.581591008,122.4868875
190,0.310037729,0.894601379,0.331847354,0.573969691,121.8857795
191,0.310300829,0.889088728,0.33523349,0.566733048,122.1834763
192,0.311165344,0.888211307,0.344659989,0.561049004,122.9636132
193,0.312388648,0.889610792,0.353118446,0.557973278,123.6244474
194,0.313724623,0.891955211,0.355667583,0.558441691,123.7294193
195,0.31496917,0.897642814,0.357122849,0.562782081,123.7192342
196,0.316243224,0.905735513,0.358326003,0.569617982,123.6683497
197,0.317636414,0.914776787,0.359270082,0.577450295,123.5798591
198,0.319209122,0.923295489,0.359948127,0.58478212,123.4588634
199,0.321021731,0.929820472,0.360353178,0.590116882,123.3089987
200,0.323140553,0.932885528,0.360477337,0.591960348,123.1312213
201,0.326943994,0.932768899,0.360072165,0.589958829,122.7874067
202,0.331602584,0.930225418,0.35911887,0.585349952,122.3331761
203,0.334426273,0.924972666,0.357866033,0.579182354,122.008538
204,0.331765329,0.916248382,0.356562237,0.572487514,122.1497437
205,0.323785644,0.905198118,0.355456064,0.566241912,122.7763553
206,0.316844826,0.896063282,0.354796096,0.561206061,123.3574209
207,0.315804973,0.892481347,0.35511855,0.558059125,123.4977228
208,0.315925321,0.894023908,0.357329704,0.558548551,123.6807592
209,0.316156529,0.902918414,0.35974064,0.566229273,123.8221815
210,0.316492458,0.915523293,0.360116483,0.578453854,123.7447214
211,0.31692697,0.926050217,0.354192275,0.591371854,123.1283339
212,0.317453926,0.932819241,0.345919828,0.60163764,122.3483608
213,0.318067187,0.93539128,0.341732673,0.605838111,121.9386302
214,0.318760615,0.936410664,0.348829895,0.603177795,122.4743775
215,0.31952807,0.928984761,0.34784583,0.59580274,122.3590241
216,0.320363415,0.918098199,0.344825204,0.58588701,122.0721552
217,0.321260509,0.906301931,0.340945388,0.575451553,121.6976212
218,0.322213216,0.896095215,0.337280369,0.56649872,121.3198481
219,0.323215395,0.889977311,0.334904136,0.561008879,121.0338912
220,0.324260908,0.889960115,0.335206398,0.56030665,120.9693562
221,0.325343617,0.893666457,0.339479589,0.561388351,121.2495394
222,0.326457383,0.898563256,0.344365816,0.563365177,121.5775231
223,0.327596066,0.902895156,0.346032638,0.566305931,121.6156225
224,0.328753529,0.915001656,0.345152006,0.578223313,121.4073589
225,0.329923633,0.931040003,0.342895776,0.594736412,121.0823464
226,0.331100238,0.94039884,0.339094079,0.605341269,120.6552665
227,0.332277206,0.930951408,0.312639327,0.60873076,118.3990451
228,0.333448399,0.937158212,0.318469081,0.611337124,118.784102
229,0.334607677,0.945988841,0.330532691,0.613428808,119.6703769
230,0.335748902,0.94830095,0.330596486,0.61514444,119.5843853
231,0.336865936,0.948031007,0.326584426,0.616370143,119.1722796
232,0.337952639,0.946904189,0.321997888,0.617083637,118.7169737
233,0.339002872,0.9453642,0.319244915,0.616477816,118.4095002
234,0.340010498,0.938939009,0.31778177,0.610346538,118.1925619
235,0.340969377,0.931237833,0.31633095,0.602965329,117.9720157
236,0.341880757,0.927580848,0.313678071,0.600298512,117.6681728
237,0.342993881,0.925718738,0.30287672,0.603783829,116.7013068
238,0.344070652,0.924896877,0.288175566,0.610695256,115.4536992
239,0.344611345,0.928033289,0.27984812,0.618352429,114.795932
240,0.344244168,0.934975956,0.281899868,0.624243235,115.0382013
241,0.343143086,0.94160955,0.286912262,0.628471381,115.5559622
242,0.341618551,0.947798024,0.290876562,0.633077448,116.0197232
243,0.339980784,0.949863153,0.287206464,0.637908896,115.8914412
244,0.338540009,0.944590036,0.270388401,0.642841007,114.7320961
245,0.337606447,0.938094533,0.253570338,0.646614794,113.537586
246,0.337623989,0.937054246,0.25099495,0.647108407,113.3424039
247,0.339613728,0.939087003,0.258182528,0.644061391,113.7137959
248,0.342121844,0.938333905,0.263282136,0.639288437,113.869011
249,0.343098153,0.93433374,0.265309601,0.63372071,113.897716
250,0.337007146,0.924049659,0.261614796,0.628141253,114.0336546
251,0.326761202,0.91106476,0.254339601,0.623675986,114.2283884
252,0.320274487,0.902073027,0.246845885,0.621773234,114.129886
253,0.322968828,0.926504912,0.242495516,0.647534019,113.8214783
254,0.330429088,0.941825029,0.244710871,0.65845302,113.5266972
255,0.336630721,0.953434556,0.250094444,0.664312732,113.522545
256,0.337223434,0.958000782,0.250092722,0.668614275,113.5199983
257,0.335879595,0.957977988,0.245746227,0.671715906,113.3267782
258,0.333069613,0.955121613,0.239899753,0.673487796,113.119129
259,0.322544551,0.947554951,0.235074273,0.673022201,113.5374243
260,0.297680217,0.93211213,0.233909222,0.668602233,115.2619053
261,0.309074954,0.935770661,0.238795519,0.664628113,114.7457383
262,0.317228003,0.936112483,0.242285868,0.659556554,114.3528326
263,0.316363574,0.928992925,0.239754776,0.654306066,114.180335
264,0.314391535,0.921014598,0.234385666,0.650327521,113.883992
265,0.311975569,0.914826655,0.22870122,0.648510664,113.6152103
266,0.309213725,0.917495423,0.225224122,0.654331885,113.6176704
267,0.305566987,0.913555786,0.225381471,0.651791372,113.8840258
268,0.301667143,0.903269977,0.226995268,0.642202982,114.2207073
269,0.298067727,0.903303043,0.229266881,0.642404893,114.6781472
270,0.29454475,0.915886086,0.231551391,0.655113423,115.2232254
271,0.291023016,0.929400433,0.233203883,0.669163065,115.7085999
272,0.287460398,0.932245397,0.233583728,0.673341859,116.0265609
273,0.283268016,0.928038742,0.232444852,0.671626065,116.2425019
274,0.278616642,0.921636749,0.230245141,0.668519639,116.4073635
275,0.274006466,0.914272434,0.227515013,0.664732172,116.5274733
276,0.269937681,0.907178813,0.224784885,0.66097523,116.6083862
277,0.266910475,0.901588904,0.222585174,0.657961817,116.6553479
278,0.265425042,0.898735724,0.221446298,0.65640594,116.6736528
279,0.266864931,0.901724447,0.2258846,0.656309946,116.9002146
280,0.271697669,0.9064951,0.229458443,0.656936285,116.8079429
281,0.276091334,0.910776455,0.231603623,0.658057784,116.643569
282,0.276695507,0.91341114,0.233379712,0.659441354,116.7389468
283,0.275238371,0.915244508,0.234773127,0.66116813,116.9617251
284,0.272529424,0.916662567,0.235770285,0.663277106,117.2490008
285,0.268336173,0.917991046,0.236357604,0.666220021,117.6175721
286,0.258884438,0.919597523,0.23651423,0.672177429,118.3484204
287,0.25352147,0.917258698,0.235730948,0.67280892,118.6878358
288,0.250940013,0.915743485,0.23408572,0.67338883,118.7579705
289,0.251594449,0.915562091,0.23211895,0.673916483,118.5658944
290,0.253404788,0.915957537,0.230371045,0.674364715,118.3049352
291,0.255868899,0.916961771,0.229382409,0.674726129,118.0517987
292,0.258489616,0.918621846,0.229718684,0.674977738,117.8844834
293,0.260769775,0.920748293,0.231472474,0.675104114,117.8461651
294,0.262212214,0.922837042,0.234107175,0.675116244,117.933892
295,0.262443079,0.923885028,0.23706348,0.674489961,118.1325911
296,0.262180695,0.920417301,0.239782078,0.669716893,118.3402451
297,0.261657013,0.914223364,0.241703661,0.662768334,118.5059794
298,0.260898161,0.908127496,0.242222116,0.656766542,118.5888569
299,0.259930271,0.900591192,0.239368064,0.651185552,118.4329878
300,0.258779471,0.891636406,0.234870804,0.64514362,118.1608091
301,0.257471893,0.883627179,0.232226523,0.639152011,118.0397314
302,0.256033665,0.880102012,0.237280322,0.633653184,118.5313176
303,0.254490917,0.881256637,0.249191769,0.629432024,119.5822521
304,0.25286978,0.883032834,0.258612527,0.627311395,120.4542494
305,0.251196383,0.885079584,0.257897251,0.630559471,120.5273081
306,0.249496857,0.888791664,0.250938866,0.638575024,120.1120494
307,0.24779733,0.892548608,0.243980481,0.646668151,119.7071275
308,0.246123933,0.892305557,0.242818622,0.647840603,119.7468378
309,0.244502796,0.884922038,0.248329443,0.638514519,120.2973739
310,0.242960049,0.8745459,0.256845284,0.624758969,121.1028611
311,0.241521821,0.866221311,0.264704447,0.613436804,121.8755283
312,0.240214242,0.861156432,0.27110579,0.606087144,122.5298746
313,0.239063443,0.866445232,0.26459825,0.615012083,122.0606101
314,0.238095553,0.872878214,0.25692249,0.625581703,121.4934754
315,0.237336701,0.869193851,0.259203399,0.621212509,121.746882
316,0.236813019,0.860197684,0.266592173,0.609041354,122.4268823
317,0.236550635,0.854050933,0.275224763,0.599100176,123.2047992
318,0.236550782,0.857165203,0.283112049,0.598693258,123.8619139
319,0.236728606,0.859794567,0.283655769,0.600978063,123.8774883
320,0.237095053,0.85775338,0.274469982,0.602840429,123.0777983
321,0.23767406,0.856567618,0.271463834,0.602709475,122.7829238
322,0.238489563,0.851090072,0.276170636,0.594656037,123.1457841
323,0.239565499,0.84215245,0.283748797,0.581755033,123.7712461
324,0.240962769,0.833959961,0.290859527,0.56969002,124.3501508
325,0.24802273,0.833358043,0.294164038,0.563682812,124.0651146
326,0.242681216,0.837244163,0.290592929,0.572113713,124.1590493
327,0.235423425,0.84249064,0.28575659,0.58353099,124.2839886
328,0.235244726,0.844032884,0.289787798,0.583431908,124.643851
329,0.235882953,0.84702575,0.302059246,0.580888677,125.6620001
330,0.236949519,0.847412331,0.312733088,0.576320174,126.5389448
331,0.238384738,0.836664251,0.31314158,0.564625074,126.5841591
332,0.240128925,0.827060165,0.306538206,0.5567053,125.9296933
333,0.242122396,0.825406241,0.299311273,0.556896098,125.1022862
334,0.244446693,0.827307687,0.297505114,0.558226164,124.7215985
335,0.249237407,0.83578518,0.305770224,0.560423993,125.01177
336,0.255182455,0.847277971,0.319041924,0.562889178,125.6384128
337,0.259585058,0.856509357,0.330208325,0.5649332,126.2152132
338,0.262272718,0.862051915,0.337331811,0.565994762,126.594829
339,0.264796009,0.858060819,0.328105457,0.564280031,125.5758725
340,0.267042756,0.85027193,0.313886906,0.561275128,124.1448775
341,0.268900784,0.848600166,0.313334676,0.558808952,123.9486451
342,0.270257916,0.847930734,0.315043269,0.556633031,123.9955111
343,0.271001978,0.848207969,0.317725444,0.555320424,124.1785897
344,0.270459857,0.849690862,0.321009038,0.555683475,124.5184571
345,0.266192925,0.85195967,0.324521887,0.558889775,125.1856647
346,0.26128734,0.85562484,0.32789183,0.56399262,125.8700712
347,0.259859802,0.861560482,0.330747196,0.56957505,126.1875083
348,0.266757432,0.871156249,0.333016973,0.57414377,125.7359679
349,0.277009695,0.881271464,0.335387146,0.577291045,125.0241231
350,0.28262937,0.887314638,0.338658766,0.578708403,124.8097179
351,0.28029022,0.888333087,0.345671152,0.578131806,125.620491
352,0.275231156,0.882841586,0.346984891,0.575100613,126.2030126
353,0.271419207,0.876444947,0.347854996,0.570660106,126.6611818
354,0.273700864,0.87268715,0.348535286,0.565296355,126.5831608
355,0.28316998,0.873126052,0.349059978,0.559926294,125.8492007
356,0.292239735,0.874979172,0.349463286,0.556339255,125.1105116
357,0.293710897,0.875672506,0.349779425,0.556051493,125.0096907
358,0.290097479,0.876900947,0.350042611,0.559245668,125.3263569
359,0.285750715,0.879921853,0.350287059,0.564675702,125.6802857
360,0.284237692,0.885456262,0.350546984,0.570959117,125.7724154
361,0.290318781,0.894821857,0.350856602,0.576622491,125.2166134
362,0.299924028,0.904921153,0.351250126,0.581036787,124.3874522
363,0.305634153,0.910982008,0.351761774,0.583652745,123.9246367
364,0.303595932,0.911287378,0.352460721,0.584792225,124.1498029
365,0.298569483,0.909790714,0.353357043,0.585752294,124.6461936
366,0.294581901,0.908661886,0.354356546,0.586481733,125.0638557
367,0.295153464,0.909800348,0.355364241,0.586862644,125.0975809
368,0.299758584,0.913082618,0.35628514,0.587105209,124.7829339
369,0.306126879,0.91751282,0.357024253,0.587592863,124.3020979
370,0.312885077,0.924112837,0.357486593,0.590192329,123.7524926
371,0.316382456,0.930269861,0.357528367,0.594383526,123.4369536
372,0.305438633,0.915801756,0.356383167,0.586552489,124.3137438
373,0.298498759,0.906046599,0.354309286,0.581654217,124.7665656
374,0.298837197,0.914100032,0.351951642,0.590499921,124.4677233
375,0.299701821,0.928948051,0.349955151,0.605685147,124.120459
376,0.301040785,0.938904332,0.348964731,0.61530291,123.8676462
377,0.302802244,0.938114775,0.350845761,0.612705103,123.8937755
378,0.307800929,0.935645665,0.355819268,0.605265819,123.9396398
379,0.316001135,0.935615547,0.35995369,0.598849071,123.6442896
380,0.316854646,0.937306386,0.3602179,0.599946604,123.5887776
381,0.314979536,0.944670348,0.358761861,0.608981184,123.5696794
382,0.312659694,0.951836822,0.356485019,0.618430202,123.5185256
383,0.311111765,0.951889674,0.353650745,0.620602816,123.403157
384,0.310138019,0.94329279,0.347875742,0.61515468,123.0454336
385,0.309370089,0.932793369,0.341606014,0.607946638,122.6319685
386,0.308689551,0.927837386,0.33886104,0.60462695,122.476839
387,0.307977986,0.932324555,0.339153882,0.609357047,122.539467
388,0.307116969,0.942071723,0.339986855,0.619174514,122.635066
389,0.30598808,0.952056245,0.34137096,0.629123414,122.7917882
390,0.304016037,0.96215553,0.347711472,0.637416027,123.4034689
391,0.300547666,0.961427084,0.348481502,0.638263873,123.7290812
392,0.296250453,0.957010754,0.346521578,0.63711396,123.9182606
393,0.291830228,0.951281588,0.343589867,0.63515525,124.0469308
394,0.287992819,0.94519182,0.34030732,0.632666023,124.1065085
395,0.285444055,0.939693682,0.337294886,0.629926739,124.0877793
396,0.285023981,0.935806516,0.335173515,0.627213235,123.9705678
397,0.288878346,0.935200006,0.334559138,0.624735094,123.6306272
398,0.294302746,0.936865642,0.335561451,0.622959102,123.2881206
399,0.297053843,0.938661386,0.337562032,0.622342987,123.2314434
400,0.296290136,0.941508112,0.339916835,0.624548473,123.4682046
401,0.294158521,0.946388318,0.34198182,0.629681662,123.7712505
402,0.29089826,0.951239591,0.343112942,0.635843954,124.0781399
403,0.28267742,0.952285908,0.338933324,0.643327928,124.3431513
404,0.27692875,0.944481348,0.325080242,0.644826631,123.7078591
405,0.273102515,0.936876312,0.312375095,0.645034789,123.0224631
406,0.270007599,0.935419536,0.311494233,0.645669021,123.1898914
407,0.267742199,0.939504289,0.321100257,0.646736011,124.0972876
408,0.266404507,0.94466799,0.332144061,0.647899917,125.0411844
409,0.266196249,0.946016493,0.334609878,0.648326321,125.2433469
410,0.269413002,0.940204522,0.319485833,0.647209488,123.8418112
411,0.274206351,0.940331538,0.314793513,0.646787408,123.1152607
412,0.276866657,0.939826113,0.311073954,0.646534863,122.6262264
413,0.275851029,0.936421519,0.308327551,0.644945784,122.4994089
414,0.273289412,0.930324536,0.306554698,0.641050132,122.575721
415,0.270437314,0.923808265,0.305755787,0.636447115,122.7546104
416,0.268222137,0.919267288,0.308297356,0.631961261,123.1481634
417,0.266170172,0.916751809,0.317766471,0.62637931,124.0907548
418,0.263948628,0.913150799,0.326836226,0.620154451,125.0382329
419,0.261080585,0.905562759,0.328367672,0.613611845,125.4493689
420,0.256597871,0.895752171,0.325045074,0.607828031,125.5965329
421,0.252422113,0.887344701,0.320385275,0.603816477,125.5938658
422,0.250942022,0.883768468,0.316840892,0.602585616,125.4345535
423,0.251408035,0.889246922,0.314447071,0.608772221,125.1450765
424,0.252400972,0.898966111,0.312340063,0.618776734,124.812161
425,0.253671107,0.904769119,0.310430205,0.62465549,124.5133335
426,0.254968712,0.896158162,0.308627835,0.616114883,124.3256141
427,0.25604406,0.875707984,0.30684329,0.595890502,124.2338868
428,0.256647422,0.859139249,0.304986909,0.579835288,124.1402702
429,0.256380942,0.856874912,0.302902325,0.57863757,123.9925538
430,0.254792061,0.857144086,0.300416967,0.580884962,123.9003231
431,0.252339927,0.856915192,0.297778971,0.583184907,123.8690674
432,0.249552523,0.854710881,0.295267904,0.583645003,123.8895599
433,0.246957834,0.850791728,0.293163332,0.582108129,123.9417211
434,0.245083842,0.846206445,0.291744822,0.579203471,124.0006349
